Name,Direct downloads,Indirect downloads,Total
BayesX,1189,743,1932
compare,1840,90,1930
pec,878,1047,1925
jomo,1708,214,1922
argparse,1335,586,1921
tidyquant,1418,501,1919
jiebaR,720,1197,1917
coefplot,1816,96,1912
janitor,1911,0,1911
likert,1417,489,1906
excel.link,1899,0,1899
ncbit,347,1552,1899
KFAS,1236,662,1898
NHANES,747,1148,1895
truncdist,949,944,1893
rAmCharts,1892,0,1892
githubinstall,1666,217,1883
effsize,1864,6,1870
lessR,1867,0,1867
webp,315,1549,1864
gpclib,1369,488,1857
ggraph,1855,0,1855
mongolite,1855,0,1855
adehabitatLT,465,1386,1851
lmodel2,1024,819,1843
ROI,385,1458,1843
latex2exp,1345,494,1839
anacor,1837,0,1837
CausalImpact,1836,0,1836
lokern,1091,742,1833
wesanderson,1827,4,1831
CorReg,1819,0,1819
mixlm,1748,71,1819
weights,1177,635,1812
qqman,1734,72,1806
PMCMR,1575,224,1799
btergm,355,1443,1798
mRMRe,1666,131,1797
sparkline,1796,0,1796
relaimpo,1628,168,1796
text2vec,1533,261,1794
ascii,1085,706,1791
optmatch,694,1093,1787
geoRglm,614,1172,1786
ifultools,419,1361,1780
mondate,915,864,1779
blob,494,1284,1778
plumber,1661,116,1777
googleAuthR,587,1190,1777
randtoolbox,1266,508,1774
EpiModel,1032,735,1767
VIF,1765,0,1765
shrink,1760,5,1765
sudokuAlt,1759,0,1759
openair,1610,149,1759
dlm,1361,398,1759
hypergeo,730,1028,1758
pan,804,944,1748
tensorflow,1744,0,1744
fontquiver,586,1151,1737
rhandsontable,1630,105,1735
rbokeh,1722,10,1732
RNetCDF,1109,622,1731
psychotools,139,1591,1730
qtl,1172,546,1718
BoomSpikeSlab,549,1169,1718
multilevel,1130,582,1712
readODS,1026,680,1706
MALDIquant,1357,346,1703
DataCombine,1668,33,1701
gamair,1148,550,1698
LaF,890,799,1689
logcondens,461,1227,1688
genetics,657,1030,1687
RNifti,936,749,1685
maptree,1226,458,1684
odbc,946,738,1684
prettyR,1626,57,1683
lexicon,869,809,1678
longmemo,882,792,1674
drc,1481,192,1673
proj4,1031,642,1673
scagnostics,1033,639,1672
RSAGA,633,1038,1671
listenv,328,1343,1671
lava.tobit,238,1429,1667
gamboostLSS,1212,450,1662
maxlike,1155,500,1655
sphet,920,735,1655
mix,853,800,1653
RSentiment,1652,0,1652
orientlib,770,881,1651
ggpmisc,1647,0,1647
ggExtra,1586,61,1647
prob,1606,39,1645
VGAMdata,653,991,1644
runjags,1380,263,1643
DiagrammeRsvg,671,972,1643
snowFT,1218,422,1640
adehabitatHR,955,685,1640
AGD,984,652,1636
Boom,270,1366,1636
rminer,1632,0,1632
jiebaRD,425,1207,1632
circular,1071,560,1631
speedglm,1052,575,1627
DDRTree,1625,0,1625
audio,412,1213,1625
wbstats,1111,512,1623
NeuralNetTools,1295,325,1620
oz,962,652,1614
aqp,727,887,1614
VineCopula,598,1016,1614
latentnet,408,1206,1614
usdm,1611,0,1611
playwith,582,1027,1609
caretEnsemble,1607,0,1607
RcmdrPlugin.UCA,1607,0,1607
bsts,1256,351,1607
riskRegression,822,784,1606
muhaz,656,947,1603
Sleuth2,975,626,1601
psy,1599,0,1599
ppcor,1576,22,1598
CARBayes,1179,419,1598
fMultivar,463,1132,1595
Lmoments,216,1378,1594
mfp,429,1163,1592
mets,358,1234,1592
sos,1496,95,1591
pmmlTransformations,646,943,1589
biglasso,1585,0,1585
qpcR,1521,64,1585
mpoly,1563,21,1584
MPV,1097,486,1583
fastR,739,843,1582
babynames,1528,50,1578
ncvreg,938,638,1576
beepr,1503,65,1568
RefManageR,688,877,1565
forestplot,1180,380,1560
extRemes,1286,273,1559
MEMSS,586,972,1558
HSAUR3,1153,403,1556
diagram,902,653,1555
svd,633,921,1554
cts,1403,149,1552
sys,539,1012,1551
tweedie,402,1149,1551
rcdd,654,893,1547
gap,1152,389,1541
CoxBoost,844,696,1540
CALIBERrfimpute,888,647,1535
ghit,1391,142,1533
ltsa,391,1142,1533
PresenceAbsence,951,580,1531
missMDA,790,735,1525
rcompanion,1519,0,1519
bipartite,1338,178,1516
xergm,61,1455,1516
FRB,774,736,1510
fAsianOptions,522,987,1509
fail,499,1010,1509
clValid,1326,179,1505
odfWeave,414,1089,1503
UpSetR,1500,0,1500
clipr,823,675,1498
optiSel,1494,0,1494
dendroextras,1284,210,1494
glmulti,1417,75,1492
compute.es,1446,38,1484
limSolve,951,531,1482
gdistance,757,722,1479
streamR,1283,191,1474
R2Cuba,678,796,1474
Fahrmeir,927,544,1471
psychotree,834,629,1463
mirtCAT,587,871,1458
rgbif,991,462,1453
BatchJobs,1107,345,1452
monomvn,1448,0,1448
prefmod,541,905,1446
xergm.common,71,1375,1446
findpython,619,826,1445
rneos,574,867,1441
DendSer,280,1161,1441
SpatialEpi,657,783,1440
doRedis,389,1051,1440
seewave,1181,254,1435
RNeXML,278,1155,1433
GERGM,916,516,1432
bife,1430,0,1430
aoos,1384,44,1428
tnam,755,673,1428
FitAR,809,616,1425
LiblineaR,1053,371,1424
packagedocs,1095,328,1423
clisymbols,1001,419,1420
glm.predict,1418,0,1418
RcppRoll,1398,20,1418
wavethresh,925,491,1416
Devore7,597,819,1416
NNS,1415,0,1415
Rblpapi,1413,0,1413
SimComp,618,795,1413
FD,836,576,1412
fontcm,702,706,1408
vcfR,1288,116,1404
rNOMADS,1403,0,1403
GenABEL,773,626,1399
jmvcore,1119,276,1395
hoardr,957,432,1389
hmeasure,652,736,1388
GAMBoost,944,443,1387
joint.Cox,1384,0,1384
ctv,1383,0,1383
mvinfluence,652,731,1383
cfa,1381,0,1381
shinyFiles,1220,161,1381
textshape,277,1102,1379
tsna,175,1203,1378
distances,1296,80,1376
genoPlotR,1375,0,1375
OpenImageR,1169,204,1373
RcppGSL,420,951,1371
ggiraph,1137,233,1370
tmvtnorm,793,577,1370
scalreg,729,640,1369
lm.beta,1368,0,1368
DBItest,776,592,1368
fCopulae,225,1143,1368
manifestoR,1366,0,1366
binGroup,779,587,1366
samr,1269,96,1365
asbio,1364,0,1364
compositions,780,579,1359
forward,657,699,1356
adegraphics,191,1164,1355
adegraphics,191,1164,1355
lqa,854,500,1354
gof,630,724,1354
covRobust,1347,2,1349
profdpm,841,498,1339
ZeligChoice,462,872,1334
fImport,909,424,1333
elliptic,385,946,1331
bayesDP,1330,0,1330
PKPDmodels,556,773,1329
catdata,861,467,1328
basefun,1307,18,1325
assertive.base,30,1295,1325
antiword,1114,208,1322
IDPmisc,1180,141,1321
labdsv,1175,144,1319
CDM,595,724,1319
sirt,309,1010,1319
FunChisq,1317,0,1317
hdi,784,533,1317
titanic,1315,0,1315
BTLLasso,1314,0,1314
nws,594,720,1314
VarianceGamma,260,1054,1314
degreenet,822,490,1312
deepnet,1216,93,1309
oai,487,822,1309
rmgarch,1292,12,1304
tsDyn,1261,42,1303
fAssets,385,918,1303
erer,1149,153,1302
crrstep,673,628,1301
evtree,592,706,1298
dfpk,1297,0,1297
BayesXsrc,576,721,1297
IgorR,1296,0,1296
fishmethods,1198,97,1295
dfmta,1294,0,1294
DLMtool,1290,0,1290
gutenbergr,841,449,1290
EMCluster,1239,48,1287
popbio,1286,0,1286
GSIF,788,497,1285
contfrac,377,908,1285
dfcomb,1278,0,1278
clinfun,1135,140,1275
MSBVAR,1273,1,1274
wicket,450,823,1273
BsMD,428,845,1273
AHMbook,1269,0,1269
padr,822,446,1268
partitions,569,699,1268
choroplethrMaps,401,867,1268
rvcheck,1265,0,1265
relevent,211,1052,1263
Daim,1259,0,1259
dnet,1124,135,1259
mail,734,525,1259
R2BayesX,542,717,1259
longitudinalData,375,880,1255
lavaan.survey,201,1054,1255
icesSAG,1253,0,1253
CADFtest,1253,0,1253
dyn,1251,0,1251
RQuantLib,1233,18,1251
fdasrvf,1247,0,1247
assertive.types,65,1175,1240
assertive.properties,27,1211,1238
kableExtra,1233,4,1237
callr,585,651,1236
languageR,1193,40,1233
multiwayvcov,974,259,1233
rem,733,499,1232
metRology,1228,3,1231
MTS,1197,34,1231
QUIC,738,493,1231
debugme,1184,45,1229
assertive.reflection,272,957,1229
haplo.stats,456,772,1228
aRxiv,1150,76,1226
soma,781,444,1225
causaleffect,1224,0,1224
dynr,1224,0,1224
bootnet,1223,0,1223
tableone,1166,57,1223
fArma,520,703,1223
english,329,893,1222
FrF2.catlg128,581,640,1221
locpol,541,679,1220
fst,959,259,1218
RWiener,447,770,1217
linprog,580,634,1214
designmatch,1213,0,1213
mousetrap,1212,0,1212
BRugs,717,493,1210
datasets.load,1207,0,1207
hdrcde,598,609,1207
BaylorEdPsych,1154,50,1204
wskm,419,785,1204
glm2,1123,79,1202
slackr,927,275,1202
EMT,252,945,1197
sentimentr,1196,0,1196
gWidgetstcltk,375,820,1195
kangar00,659,533,1192
naivebayes,1191,0,1191
gRain,709,481,1190
networksis,708,481,1189
sysfonts,359,829,1188
LDAvis,1125,58,1183
tseriesChaos,283,899,1182
bmixture,1180,0,1180
mlxR,1180,0,1180
ibdreg,632,543,1175
rARPACK,545,630,1175
gimme,1174,0,1174
PSCBS,734,440,1174
distillery,262,912,1174
ergm.userterms,48,1126,1174
evir,991,182,1173
corrr,1172,0,1172
jmv,1169,0,1169
LatticeKrig,1166,0,1166
networkDynamicData,588,577,1165
textclean,1088,76,1164
getPass,828,331,1159
RItools,404,755,1159
googleCloudStorageR,433,725,1158
genalg,879,277,1156
ctsem,1153,0,1153
FMStable,731,422,1153
RGoogleAnalytics,1152,0,1152
textometry,1151,0,1151
comf,1151,0,1151
adehabitat,580,571,1151
SKAT,1064,82,1146
cobs,954,191,1145
TSclust,669,476,1145
surveillance,1144,0,1144
condformat,1144,0,1144
Bessel,397,747,1144
geomorph,1040,103,1143
geoaxe,418,725,1143
stinepack,383,760,1143
docopt,1020,122,1142
spgwr,1139,2,1141
ggnetwork,1053,86,1139
TMB,922,217,1139
Vdgraph,691,448,1139
BacArena,1138,0,1138
archiDART,1137,0,1137
yarrr,941,195,1136
hermite,225,911,1136
tictoc,1075,60,1135
prettydoc,994,140,1134
phia,1121,8,1129
RPMM,1120,0,1120
pcalg,932,187,1119
R2admb,1034,84,1118
showtext,959,159,1118
logging,1062,53,1115
whoami,591,523,1114
beanz,1111,0,1111
varhandle,1109,0,1109
htmltab,746,363,1109
moonsun,1106,0,1106
gge,1104,0,1104
hierfstat,564,540,1104
chinese.misc,1101,0,1101
assertive.sets,210,890,1100
Lock5Data,1098,0,1098
InterVA4,1095,1,1096
qrng,247,848,1095
RSiena,765,328,1093
distrEx,117,976,1093
distrEx,117,976,1093
stm,888,204,1092
RLRsim,480,611,1091
complexplus,1003,86,1089
gridGraphics,1006,82,1088
PBD,1086,0,1086
fortunes,990,92,1082
normtest,1073,5,1078
invgamma,1077,0,1077
GenABEL.data,116,959,1075
magicaxis,992,82,1074
assertive.numbers,30,1043,1073
assertive.strings,56,1015,1071
ggcorrplot,1049,19,1068
assertive.files,151,914,1065
ore,534,530,1064
mvnmle,486,578,1064
protolite,480,584,1064
bigrquery,779,283,1062
nlsem,1060,0,1060
CluMix,1060,0,1060
TSdbi,629,431,1060
Rborist,1059,0,1059
rglwidget,143,914,1057
tabplot,930,124,1054
smbinning,1053,0,1053
daff,1053,0,1053
ngram,1053,0,1053
cgdsr,1052,0,1052
Rpoppler,354,695,1049
highfrequency,1048,0,1048
distcomp,1033,14,1047
censReg,1046,0,1046
polmineR,86,959,1045
KFKSDS,332,712,1044
vdiffr,1032,11,1043
assertive,68,975,1043
Rwave,629,410,1039
aroma.core,75,961,1036
compHclust,1034,0,1034
oce,840,194,1034
randtests,941,86,1027
ROI.plugin.glpk,345,681,1026
micEcon,315,710,1025
fExtremes,525,497,1022
c3net,989,32,1021
apcluster,1012,8,1020
adephylo,219,801,1020
aroma.affymetrix,973,44,1017
FKF,586,431,1017
checkpoint,1016,0,1016
tsoutliers,1015,0,1015
ggalt,990,24,1014
WrightMap,276,736,1012
stsm,163,849,1012
roll,1011,0,1011
oro.nifti,493,513,1006
biganalytics,634,371,1005
edfReader,1002,0,1002
lingtypology,1002,0,1002
poppr,874,128,1002
spBayesSurv,1001,0,1001
assertable,1001,0,1001
incidence,999,0,999
smacof,984,13,997
gtrendsR,996,0,996
CCA,989,2,991
icd,990,0,990
plspm,774,215,989
inflection,988,0,988
RRF,541,447,988
showtextdb,71,917,988
RQGIS,987,0,987
bartMachine,843,144,987
ggsignif,984,0,984
BMS,773,211,984
FatTailsR,983,0,983
RQDA,983,0,983
regress,753,229,982
OIsurv,979,0,979
LaplacesDemon,965,13,978
textcat,776,202,978
R.filesets,494,484,978
rtweet,971,0,971
biomod2,764,207,971
pdist,715,254,969
LDheatmap,753,215,968
freqweights,967,0,967
miniCRAN,815,152,967
stockPortfolio,966,0,966
Peptides,966,0,966
reliaR,427,539,966
codingMatrices,964,0,964
FLLat,964,0,964
taRifx,946,17,963
extraTrees,502,461,963
eurostat,962,0,962
depmixS4,961,0,961
googleway,925,34,959
purrrlyr,957,0,957
tgp,594,362,956
R2wd,505,451,956
betapart,955,0,955
kerndwd,953,0,953
cartography,455,498,953
littler,951,0,951
largeVis,951,0,951
nls2,918,32,950
triangle,635,314,949
prediction,948,0,948
rmdformats,943,4,947
photobiology,778,168,946
poweRlaw,764,181,945
brglm2,944,0,944
nlstools,657,287,944
BEDMatrix,886,57,943
googleAnalyticsR,941,0,941
bamboo,937,0,937
assertive.code,114,823,937
numbers,826,110,936
nutshell,694,242,936
pipeR,629,307,936
longitudinal,283,653,936
assertive.datetimes,154,782,936
assertive.data.us,148,787,935
ARTP2,934,0,934
GSA,858,76,934
assertive.data,105,828,933
RStoolbox,932,0,932
icesAdvice,932,0,932
ggmcmc,779,153,932
CTT,635,297,932
assertive.data.uk,145,786,931
assertive.data.uk,145,786,931
csvy,629,300,929
prettymapr,335,593,928
assertive.models,160,766,926
plotGoogleMaps,885,40,925
BETS,924,0,924
psychometric,781,142,923
parmigene,851,69,920
tclust,685,234,919
mFilter,903,15,918
rworldxtra,376,542,918
pdc,308,609,917
COMPoissonReg,915,0,915
assertive.matrices,149,766,915
flacco,914,0,914
excerptr,914,0,914
splines2,909,5,914
ACEt,913,0,913
parfm,904,8,912
scatterD3,690,219,909
relations,622,287,909
reader,840,65,905
ExpDes.pt,904,0,904
ldbod,904,0,904
rosm,237,667,904
ZeligEI,285,618,903
Mcomp,637,265,902
RMongo,901,0,901
RcmdrPlugin.KMggplot2,901,0,901
spBayes,581,318,899
gcmr,760,137,897
log4r,864,31,895
nat,83,812,895
dse,594,299,893
TSdist,820,72,892
qlcMatrix,732,158,890
ridge,888,1,889
JADE,430,457,887
epiDisplay,886,0,886
marmap,836,50,886
ActuDistns,445,441,886
NCmisc,267,618,885
eiPack,61,824,885
nabor,581,303,884
epanetReader,881,0,881
conjoint,879,0,879
eRm,801,77,878
lmom,256,617,873
heatmap3,872,0,872
PRROC,794,78,872
RDSTK,869,0,869
LogicReg,539,328,867
survivalROC,698,168,866
ei,260,605,865
overlap,771,93,864
georob,863,0,863
ptw,666,197,863
polysat,656,207,863
yaImpute,324,539,863
RPMG,300,563,863
icRSF,862,0,862
jagsUI,619,243,862
DiscriMiner,806,55,861
DPpackage,845,15,860
bmrm,859,0,859
arulesCBA,859,0,859
bartMachineJARs,109,750,859
ChainLadder,856,2,858
QRM,646,210,856
easyVerification,853,2,855
tframe,78,777,855
cplm,446,408,854
flan,850,0,850
fasttime,781,69,850
rpostgis,703,146,849
skmeans,687,162,849
SNPassoc,492,357,849
GEOmap,286,562,848
asymmetry,845,0,845
lasso2,578,267,845
secr,578,266,844
alabama,681,162,843
timekit,841,0,841
tesseract,840,0,840
compactr,839,0,839
CUFF,834,0,834
MESS,759,75,834
BoSSA,833,0,833
FFTrees,833,0,833
ggtern,832,1,833
ICC,830,3,833
bst,381,452,833
RGCCA,546,286,832
RGraphics,555,276,831
Information,829,0,829
plsgenomics,734,95,829
graphicsQC,828,0,828
dbConnect,828,0,828
softImpute,828,0,828
discretization,793,35,828
DiceDesign,200,628,828
polyCub,661,164,825
zeligverse,257,568,825
caper,632,192,824
RCircos,789,34,823
portes,748,75,823
prcr,822,0,822
bio3d,759,63,822
GSED,820,0,820
cobalt,820,0,820
dae,647,172,819
userfriendlyscience,816,0,816
benchr,377,439,816
kappalab,321,495,816
compareGroups,814,1,815
lmomco,210,605,815
dataseries,814,0,814
FinancialInstrument,813,0,813
shapes,652,159,811
grImport,788,22,810
plotROC,809,0,809
pca3d,749,58,807
radiant.multivariate,184,623,807
isva,294,512,806
nutshell.audioscrobbler,131,675,806
revealjs,805,0,805
ClustOfVar,598,207,805
ivpack,804,0,804
hBayesDM,803,0,803
bgeva,802,0,802
ipdw,802,0,802
LinkageMapView,800,0,800
geeM,799,0,799
PASWR,796,3,799
AMORE,785,13,798
heemod,797,0,797
x12,566,230,796
mvabund,755,40,795
rda,590,205,795
elastic,794,0,794
Iso,380,414,794
nutshell.bbdb,170,623,793
Deriv,644,148,792
moonBook,686,105,791
CALF,789,0,789
darch,788,1,789
joineR,687,101,788
RMTstat,660,128,788
instaR,586,202,788
blockmodeling,787,0,787
eechidna,786,0,786
rtkore,699,86,785
enrichwith,774,10,784
hts,614,170,784
pack,261,523,784
rmatio,482,301,783
SocialMediaLab,780,0,780
PoiClaClu,770,10,780
stochvol,726,53,779
acebayes,775,0,775
ConsRank,775,0,775
DBEST,775,0,775
vegan3d,767,8,775
cvAUC,531,244,775
fastAdaboost,773,0,773
flexrsurv,773,0,773
minval,761,12,773
sapa,445,328,773
protr,771,0,771
alphahull,447,324,771
apaTables,770,0,770
wordnet,767,0,767
dhglm,767,0,767
RcmdrPlugin.TeachingDemos,767,0,767
FSelectorRcpp,767,0,767
sda,423,343,766
wavelets,747,18,765
Hotelling,763,0,763
ghyp,697,66,763
ROI.plugin.quadprog,142,621,763
norm,465,296,761
knotR,760,0,760
frontier,760,0,760
gaston,759,0,759
DeducerExtras,758,0,758
pglm,649,109,758
ipft,756,0,756
h5,755,0,755
tfplot,201,554,755
radiant.model,68,686,754
hrbrthemes,753,0,753
heatmap.plus,572,180,752
piecewiseSEM,750,0,750
BeSS,749,0,749
PythonInR,725,24,749
forecastHybrid,675,74,749
random,591,158,749
ProjectTemplate,732,16,748
multiway,744,3,747
csv,717,30,747
globe,746,0,746
GEEmediate,746,0,746
RecordLinkage,738,8,746
smoother,708,38,746
BAMMtools,737,8,745
archivist,506,238,744
RefFreeEWAS,743,0,743
radiant,742,0,742
MultivariateRandomForest,742,0,742
rcdk,707,35,742
PolynomF,532,210,742
autothresholdr,741,0,741
weatherData,740,0,740
phyclust,615,125,740
RcmdrPlugin.FactoMineR,738,0,738
RSiteCatalyst,737,0,737
sigmoid,378,359,737
InformationValue,736,0,736
ismev,576,160,736
GPfit,415,321,736
SCRT,364,372,736
fivethirtyeight,735,0,735
ggThemeAssist,735,0,735
atlantistools,733,0,733
contrast,699,34,733
dtwSat,732,0,732
blsAPI,732,0,732
unbalanced,725,6,731
CARBayesdata,216,515,731
fpp2,730,0,730
HDclassif,635,95,730
svGUI,116,613,729
MVA,669,57,726
biclique,725,0,725
ic.infer,380,345,725
mokken,589,135,724
princurve,428,296,724
mco,339,385,724
qualityTools,611,112,723
miceadds,195,528,723
document,720,0,720
RSEIS,312,408,720
rmutil,606,113,719
ppls,398,321,719
eeptools,718,0,718
sensitivity,681,36,717
blscrapeR,716,0,716
gjam,715,0,715
rsparkling,714,0,714
boilerpipeR,401,312,713
logbin,712,0,712
ICS,138,573,711
riverplot,707,3,710
ISOweek,614,96,710
GeneNet,360,350,710
RcppZiggurat,302,408,710
stratbr,709,0,709
RAMP,709,0,709
mmod,519,189,708
svDialogs,594,112,706
mcmcplots,691,14,705
fractal,688,17,705
assignPOP,704,0,704
MplusAutomation,500,202,702
robustHD,479,223,702
ISOcodes,376,326,702
DynTxRegime,701,0,701
dlnm,685,16,701
memuse,234,465,699
ECOSolveR,643,55,698
yuima,556,142,698
radiant.data,81,617,698
frbs,613,84,697
rdd,411,286,697
smoof,373,324,697
RcmdrPlugin.EZR,696,0,696
brnn,653,43,696
RODBCext,682,13,695
radiant.basics,66,629,695
lmSupport,693,0,693
metaSEM,693,0,693
MultiPhen,692,0,692
fastJT,692,0,692
Gmisc,605,87,692
FME,494,197,691
venn,479,212,691
pinfsc50,196,495,691
foghorn,689,0,689
radiant.design,130,559,689
abc,382,305,687
Unicode,686,0,686
leaflet.minicharts,685,0,685
ini,561,124,685
MAVE,681,0,681
reldist,680,0,680
rdrobust,680,0,680
pgmm,680,0,680
MKmisc,679,1,680
fingerprint,325,354,679
tester,260,419,679
RGoogleFit,676,0,676
GenomicMating,676,0,676
sparseMVN,672,4,676
storr,653,23,676
abc.data,132,544,676
lamW,300,374,674
CATT,672,0,672
sdcMicro,666,6,672
idr,671,0,671
devEMF,614,57,671
classifierplots,670,0,670
mratios,411,259,670
pdfetch,669,0,669
leafletR,613,55,668
ztable,557,111,668
ICSNP,131,536,667
tm.plugin.webmining,666,0,666
addinslist,666,0,666
replyr,493,173,666
rebird,435,231,666
flux,661,3,664
combiter,660,4,664
SqlRender,663,0,663
OneR,663,0,663
childsds,662,0,662
dummy,586,76,662
timevis,661,0,661
MBHdesign,659,0,659
spatialEco,652,7,659
Sim.DiffProc,658,0,658
matchingMarkets,658,0,658
irtoys,574,84,658
seasonalview,213,445,658
trend,657,0,657
diversitree,643,14,657
corregp,656,0,656
Benchmarking,632,24,656
boa,539,116,655
FitARMA,524,130,654
SemiPar,526,127,653
rrBLUP,635,17,652
Corbi,651,0,651
BHH2,646,5,651
EmpiricalCalibration,650,0,650
MSwM,561,89,650
XML2R,466,181,647
nonlinearTseries,542,104,646
PAC,645,0,645
wru,645,0,645
Factoshiny,644,0,644
samplingbook,624,20,644
NMOF,606,36,642
HMM,630,11,641
BioGeoBEARS,608,32,640
TeachingSampling,584,56,640
pixiedust,600,37,637
cshapes,541,96,637
rainbow,334,301,635
mapplots,629,5,634
spocc,494,140,634
fuzzyjoin,633,0,633
plot3Drgl,545,88,633
rcrossref,481,150,631
perry,155,476,631
brant,630,0,630
PBSmodelling,258,371,629
QCA,149,480,629
chi,628,0,628
refGenome,398,230,628
aroma.apd,148,480,628
funrar,627,0,627
mvnfast,403,224,627
emdi,626,0,626
huxtable,625,0,625
BioInstaller,622,0,622
qualpalr,621,0,621
egcm,619,1,620
simpleboot,615,4,619
enpls,618,0,618
fossil,554,64,618
rJython,297,321,618
assertr,612,5,617
RISmed,586,29,615
magclass,613,0,613
rnn,613,0,613
clustertend,607,6,613
DiceKriging,199,414,613
rtf,498,114,612
ClueR,608,0,608
HLMdiag,604,4,608
spaa,469,139,608
clustMD,606,1,607
MAPA,454,152,606
metap,605,0,605
radarchart,605,0,605
rcdklibs,116,489,605
FinCal,599,5,604
FRAPO,542,62,604
solr,289,314,603
isoph,602,0,602
eemR,601,1,602
XBRL,504,98,602
fda.usc,464,138,602
plotfunctions,433,167,600
perturb,593,5,598
randomcoloR,587,11,598
rbison,367,231,598
carpenter,597,0,597
fifer,586,11,597
papeR,415,182,597
SuperLearner,408,189,597
Gmedian,303,294,597
lift,596,0,596
crmPack,596,0,596
quantregForest,495,101,596
zoom,578,17,595
tsModel,363,232,595
EMD,492,102,594
DDD,352,242,594
ggedit,593,0,593
forestinventory,591,0,591
versions,591,0,591
LSD,591,0,591
pomp,573,17,590
abd,378,212,590
gWidgets2,139,451,590
ruv,570,19,589
R.huge,262,327,589
paran,588,0,588
sunburstR,588,0,588
gpairs,565,21,586
distrom,359,227,586
ChemometricsWithR,585,0,585
resample,489,96,585
parcor,476,109,585
irace,452,133,585
EMMIXcontrasts2,584,0,584
TSPred,583,0,583
glpkAPI,363,219,582
FRK,581,0,581
elmNN,528,53,581
diveRsity,577,3,580
reportr,336,244,580
printr,571,8,579
bcp,566,13,579
biomartr,578,0,578
gmapsdistance,578,0,578
margins,578,0,578
ncdf.tools,511,67,578
Brobdingnag,438,139,577
sparcl,576,0,576
grnn,471,105,576
lexRankr,575,0,575
afc,575,0,575
emplik,271,304,575
ccgarch,574,0,574
wrapr,207,367,574
matlib,572,0,572
ncf,571,0,571
bnnSurvival,571,0,571
edarf,571,0,571
parsedate,545,26,571
RNeo4j,570,0,570
rzmq,570,0,570
BEST,569,0,569
homals,512,57,569
settings,365,204,569
import,310,259,569
barcode,286,283,569
EpistemicGameTheory,568,0,568
SemiParSampleSel,568,0,568
